Region,Place Code,Place,ODS Code,GP Practice (ODS Code),Registered Patients,% of patients with a nomination,EPS Items,eRD Items,All Items,EPS Utilisation,eRD Utilisation (EPS Items),eRD Utilisation (All Items)
North West,12F,Wirral,N85014,Townfield Health Centre (N85014),5358,0.812,8395,10,8443,0.994,0.001,0.001
North West,12F,Wirral,N85015,Devaney Med Ctr (N85015),7708,0.753,12263,48,12361,0.992,0.004,0.004
North West,12F,Wirral,N85016,Riverside Surgery (N85016),8160,0.767,14679,4,15977,0.919,0.0,0.0
North West,12F,Wirral,N85017,Cavendish Medical Centre (N85017),5412,0.8059999999999999,13592,29,13710,0.991,0.002,0.002
North West,12F,Wirral,N85018,Villa Med Ctr (N85018),6081,0.841,11844,24,11857,0.999,0.002,0.002
North West,12F,Wirral,N85019,Whetstone Lane Med Ctr (N85019),8540,0.773,15382,19,15639,0.984,0.001,0.001
North West,12F,Wirral,N85020,St Catherine'S Surgery (N85020),15177,0.807,28289,64,28399,0.996,0.002,0.002
North West,12F,Wirral,N85021,Hamilton Med Ctr (N85021),2777,0.812,7479,321,7493,0.998,0.043,0.043
North West,12F,Wirral,N85022,Holmlands Med Ctr (N85022),3696,0.86,6351,106,6416,0.99,0.017,0.017
North West,12F,Wirral,N85023,Manor Health Ctr (N85023),5691,0.7879999999999999,11656,14,11829,0.985,0.001,0.001
North West,12F,Wirral,N85024,Somerville Med Ctr (N85024),8987,0.795,19400,111,19746,0.982,0.006,0.006
North West,12F,Wirral,N85025,St Hilary Group Practice (N85025),5864,0.785,10303,19,10437,0.987,0.002,0.002
North West,12F,Wirral,N85027,Central Park Medical Centre (N85027),10099,0.777,21140,1,21345,0.99,0.0,0.0
North West,12F,Wirral,N85028,Moreton Group Practice (N85028),13075,0.838,24993,78,25645,0.975,0.003,0.003
North West,12F,Wirral,N85031,Gladstone Med Ctr (N85031),3897,0.72,8016,422,8073,0.993,0.053,0.052
North West,12F,Wirral,N85032,Greasby Group Practice (N85032),6919,0.8220000000000001,9208,166,9269,0.993,0.018,0.018
North West,12F,Wirral,N85037,Heatherlands Med Ctr (N85037),4846,0.8170000000000001,11197,8,12115,0.924,0.001,0.001
North West,12F,Wirral,N85038,Vittoria Med Ctr G (N85038),4559,0.816,11971,24,12143,0.986,0.002,0.002
North West,12F,Wirral,N85040,Moreton Health Clinic (N85040),0,,78,1,75,1.04,0.013,0.013
North West,12F,Wirral,N85044,Claughton Medical Centre (N85044),15498,0.856,32187,800,32355,0.995,0.025,0.025
North West,12F,Wirral,N85046,Hoylake Rd Met Ctr (N85046),4834,0.8340000000000001,8732,5,8846,0.987,0.001,0.001
North West,12F,Wirral,N85047,Orchard Surgery (N85047),6389,0.792,9163,116,9297,0.986,0.013,0.012
North West,12F,Wirral,N85048,Moreton Medical Centre (N85048),5353,0.778,9310,7,9516,0.978,0.001,0.001
North West,12F,Wirral,N85051,Sunlight Group Practice (N85051),12586,0.8809999999999999,26824,92,26992,0.994,0.003,0.003
North West,12F,Wirral,N85052,Grove Rd Surgery (N85052),3934,0.851,7089,2,7222,0.982,0.0,0.0
North West,12F,Wirral,N85054,Kings Lane Medical Practice (N85054),5122,0.823,8710,887,8918,0.977,0.102,0.099
North West,12F,Wirral,N85057,Teehey Lane Surgery (N85057),1933,0.767,3521,328,3532,0.997,0.093,0.093
North West,12F,Wirral,N85059,Hoylake & Meols Medical Ctr (N85059),7564,0.83,11351,50,11377,0.998,0.004,0.004
North West,12F,Wirral,N85616,Liscard Group Practice (N85616),4537,0.8,9502,7,9602,0.99,0.001,0.001
North West,12F,Wirral,N85617,Spital Surgery (N85617),4684,0.825,7358,83,7549,0.975,0.011,0.011
North West,12F,Wirral,N85620,The Village Medical Centre (N85620),6530,0.815,11627,46,11711,0.993,0.004,0.004
North West,12F,Wirral,N85625,Miriam Primary Care Group (N85625),15582,0.831,35475,208,35816,0.99,0.006,0.006
North West,12F,Wirral,N85629,Egremont Med Ctr (N85629),4333,0.768,9071,25,9187,0.987,0.003,0.003
North West,12F,Wirral,N85633,Church Road Medical Practice (N85633),4389,0.836,6064,1634,6235,0.973,0.2689999999999999,0.262
North West,12F,Wirral,N85634,Vittoria Med Ctr K (N85634),1717,0.897,3321,0,3332,0.997,0.0,0.0
North West,12F,Wirral,N85640,Leasowe Medical Practice (N85640),2893,0.8640000000000001,6547,9,6931,0.945,0.001,0.001
North West,12F,Wirral,N85643,Prenton Medical Centre_Murugesh V (N85643),4312,0.821,9173,1,9482,0.967,0.0,0.0
North West,12F,Wirral,N85648,Blackheath Med Ctr (N85648),3755,0.8759999999999999,7149,350,7240,0.987,0.049,0.048
North West,01K,Morecambe Bay,P81002,Lancaster Medical Practice (P81002),67466,0.628,78068,10000,78668,0.992,0.128,0.127
North West,01A,East Lancashire,P81003,St James' Medical Centre (P81003),9247,0.8390000000000001,15598,8,16454,0.948,0.001,0.0
North West,00Q,Blackburn with Darwen,P81005,Little Harwood Health Centre (P81005),11826,0.815,15777,200,16075,0.981,0.013,0.012
North West,02M,Fylde & Wyre,P81006,Garstang Medical Practice (P81006),20202,0.259,0,0,28480,0.0,,0.0
North West,01A,East Lancashire,P81008,Yorkshire Street Medical Centre (P81008),6760,0.843,13526,978,13566,0.997,0.072,0.072
North West,00X,Chorley & South Ribble,P81010,Withnell Health Centre (P81010),5500,0.838,6711,618,6750,0.994,0.092,0.092
North West,01K,Morecambe Bay,P81013,Queen Square Medical Practice (P81013),15451,0.733,20419,590,20762,0.983,0.0289999999999999,0.0279999999999999
North West,02G,West Lancashire,P81014,Ormskirk Medical Practice (P81014),9221,0.807,15402,1827,15496,0.994,0.119,0.118
North West,01E,Greater Preston,P81015,Lytham Road Surgery (P81015),11701,0.795,15954,2470,16026,0.996,0.155,0.154
North West,00R,Blackpool,P81016,Waterloo Medical Centre (P81016),12131,0.813,29520,6510,30066,0.982,0.221,0.217
North West,01A,East Lancashire,P81017,Whalley Medical Centre (P81017),14390,0.589,15995,1,23864,0.67,0.0,0.0
North West,01E,Greater Preston,P81018,St Fillan'S Medical Ctre (P81018),8477,0.8440000000000001,14726,692,14896,0.989,0.047,0.046
North West,01A,East Lancashire,P81020,Burnley Group Practice (P81020),24483,0.78,42041,4636,42302,0.994,0.11,0.11
North West,00Q,Blackburn with Darwen,P81022,Witton Medical Centre (P81022),10699,0.8220000000000001,20201,535,20383,0.991,0.026,0.026
North West,01A,East Lancashire,P81025,The Richmond Hill Practice (P81025),12454,0.8170000000000001,24196,964,24355,0.993,0.04,0.04
North West,01A,East Lancashire,P81027,Irwell Medical Practice (P81027),14878,0.8270000000000001,25817,718,26381,0.979,0.0279999999999999,0.027
North West,01K,Morecambe Bay,P81029,Ash Trees Surgery (P81029),25037,0.767,47349,3707,54274,0.872,0.078,0.068
North West,02M,Fylde & Wyre,P81031,Poplar House Surgery (P81031),6901,0.911,17895,3982,18287,0.979,0.223,0.218
North West,01A,East Lancashire,P81032,Reedyford Hlth Care Group (P81032),13783,0.742,21985,1307,22335,0.984,0.059,0.059
North West,00X,Chorley & South Ribble,P81033,Coppull Medical Practice (P81033),8022,0.8340000000000001,18321,1156,18770,0.976,0.063,0.062
North West,01A,East Lancashire,P81035,Colne Road Surgery (P81035),7327,0.903,13056,6231,13136,0.994,0.477,0.474
North West,01A,East Lancashire,P81036,Peel House Medical Practice (P81036),16381,0.818,35747,2461,35935,0.995,0.069,0.068
North West,02M,Fylde & Wyre,P81037,Ansdell Medical Centre (P81037),10790,0.8440000000000001,21069,1067,21173,0.995,0.051,0.05
North West,00X,Chorley & South Ribble,P81038,The Chorley Surgery (P81038),9789,0.7979999999999999,16727,193,17178,0.974,0.012,0.011
North West,02G,West Lancashire,P81039,Manor Primary Care (P81039),5528,0.8,7947,659,8087,0.983,0.083,0.081
North West,01E,Greater Preston,P81040,Longton Health Centre (P81040),10757,0.856,17994,619,18099,0.994,0.034,0.034
North West,02G,West Lancashire,P81041,Parkgate Surgery (P81041),9441,0.825,16011,2457,16094,0.995,0.153,0.153
North West,00R,Blackpool,P81042,Adelaide Street Surgery (P81042),15454,0.774,30452,1358,30788,0.989,0.045,0.044
North West,00R,Blackpool,P81043,South King Street Medical Centre (P81043),6159,0.708,12023,1015,12404,0.969,0.084,0.0819999999999999
North West,00X,Chorley & South Ribble,P81044,Library House Surgery (P81044),17078,0.826,29616,117,30851,0.96,0.004,0.004
North West,02G,West Lancashire,P81045,The Elms Practice (P81045),4871,0.792,8435,1473,8481,0.995,0.175,0.174
North West,01E,Greater Preston,P81046,Park View Surgery (P81046),6208,0.72,10736,3456,10986,0.977,0.322,0.315
North West,01A,East Lancashire,P81047,Parkside Surgery (P81047),16096,0.785,25944,15,26061,0.996,0.001,0.001
North West,00Q,Blackburn with Darwen,P81051,Darwen Healthcare (P81051),13359,0.8370000000000001,25511,6971,25620,0.996,0.273,0.272
North West,01A,East Lancashire,P81053,Briercliffe Surgery (P81053),8067,0.82,11549,841,11712,0.986,0.073,0.072
North West,00R,Blackpool,P81054,Marton Medical Practice (P81054),9393,0.7909999999999999,18146,2025,18296,0.992,0.1119999999999999,0.111
North West,01E,Greater Preston,P81055,Berry Lane Medical Centre (P81055),12906,0.8290000000000001,18193,1824,19059,0.955,0.1,0.096
North West,00X,Chorley & South Ribble,P81057,Worden Medical Centre (P81057),13227,0.841,21455,125,21621,0.992,0.006,0.006
North West,00Q,Blackburn with Darwen,P81058,St Georges Surgery (P81058),9713,0.7859999999999999,13673,117,14299,0.956,0.009,0.008
North West,02M,Fylde & Wyre,P81059,Great Eccleston Hlth Ctr (P81059),7855,0.767,20024,4463,20210,0.991,0.223,0.221
North West,00Q,Blackburn with Darwen,P81061,Redlam Surgery (P81061),4579,0.812,9349,401,9392,0.995,0.043,0.043
North West,00X,Chorley & South Ribble,P81062,Regent House Surgery (P81062),7664,0.838,13102,23,13327,0.983,0.002,0.002
North West,00R,Blackpool,P81063,St Pauls Medical Centre (P81063),11770,0.825,26358,2100,26548,0.993,0.08,0.079
North West,01A,East Lancashire,P81065,The Pendle Medical Partnership (P81065),15143,0.7859999999999999,24489,2016,24609,0.995,0.0819999999999999,0.0819999999999999
North West,00R,Blackpool,P81066,Layton Medical Centre (P81066),7930,0.775,17035,2141,17657,0.965,0.126,0.121
North West,01E,Greater Preston,P81067,The Healthcare Centre (P81067),13236,0.8029999999999999,23263,2207,23455,0.992,0.095,0.094
North West,01A,East Lancashire,P81069,Pendleside Medical Pract (P81069),11485,0.8370000000000001,18726,0,19019,0.985,0.0,0.0
North West,01A,East Lancashire,P81070,Pendle View Medical Ctre (P81070),7799,0.843,13906,1042,13991,0.994,0.075,0.074
North West,01E,Greater Preston,P81071,The New Hall Lane Practice (P81071),7222,0.731,9148,56,9234,0.991,0.006,0.006
North West,00R,Blackpool,P81072,Glenroyd Medical Centre (P81072),14311,0.7609999999999999,32103,7376,32234,0.996,0.23,0.2289999999999999
North West,00R,Blackpool,P81073,Cleveleys Group Practice (P81073),12873,0.804,25488,1263,25810,0.988,0.05,0.049
North West,00R,Blackpool,P81074,Highfield Surgery (P81074),13755,0.754,32612,4641,33034,0.987,0.142,0.14
North West,00X,Chorley & South Ribble,P81076,Sandy Lane Surgery (P81076),10972,0.815,16168,338,16460,0.982,0.021,0.021
North West,02M,Fylde & Wyre,P81077,Holland House Surgery (P81077),11092,0.8190000000000001,26718,3233,26772,0.998,0.121,0.121
North West,01A,East Lancashire,P81078,Barnoldswick Med Ctr (P81078),11849,0.933,16429,827,16535,0.994,0.05,0.05
North West,02M,Fylde & Wyre,P81079,The Thornton Practice (P81079),12894,0.823,20297,2454,20340,0.998,0.121,0.121
North West,00R,Blackpool,P81081,Arnold Medical Centre (P81081),5429,0.883,12245,1586,12308,0.995,0.13,0.129
North West,00X,Chorley & South Ribble,P81082,The Ryan Medical Centre (P81082),10080,0.8079999999999999,17660,221,18249,0.968,0.013,0.012
North West,00X,Chorley & South Ribble,P81083,Roslea Surgery (P81083),8636,0.8029999999999999,12389,0,12524,0.989,0.0,0.0
North West,02G,West Lancashire,P81084,Hall Green Surgery (P81084),7923,0.872,13621,444,13746,0.991,0.033,0.032
North West,02M,Fylde & Wyre,P81086,Broadway Medical Centre (P81086),10202,0.785,24541,3975,24657,0.995,0.162,0.161
North West,02M,Fylde & Wyre,P81087,The Over-Wyre Med.Ctr. (P81087),11505,0.579,20021,1834,28085,0.713,0.092,0.065
North West,01A,East Lancashire,P81088,Whitworth Medical Centre (P81088),7109,0.78,11867,1660,12009,0.988,0.14,0.138
North West,02M,Fylde & Wyre,P81089,The Mount View Practice (P81089),12148,0.777,29499,757,29730,0.992,0.026,0.025
North West,00R,Blackpool,P81092,The Crescent Surgery (P81092),7855,0.804,21022,1078,21062,0.998,0.051,0.051
North West,01A,East Lancashire,P81095,Thursby Surgery (P81095),8551,0.8029999999999999,12510,543,12809,0.977,0.043,0.042
North West,02G,West Lancashire,P81096,Parbold Surgery (P81096),7040,0.86,9520,712,9584,0.993,0.075,0.074
North West,01A,East Lancashire,P81099,Haslingden Healthcare Ltd (P81099),10657,0.863,19103,750,19695,0.97,0.039,0.038
North West,01A,East Lancashire,P81100,The Castle Medical Group (P81100),15115,0.7290000000000001,27025,3,27593,0.979,0.0,0.0
North West,01E,Greater Preston,P81103,North Preston Medical Practice (P81103),11193,0.7879999999999999,18582,5202,18781,0.989,0.28,0.2769999999999999
North West,01E,Greater Preston,P81107,Stonebridge Surgery (P81107),7990,0.8370000000000001,9967,642,10137,0.983,0.064,0.063
North West,02G,West Lancashire,P81112,Beacon Primary Care (P81112),17039,0.757,31174,4645,31186,1.0,0.149,0.149
North West,01K,Morecambe Bay,P81113,Park View Surgery (P81113),6500,0.802,10889,1223,11006,0.989,0.1119999999999999,0.111
North West,00R,Blackpool,P81115,Bloomfield Medical Centre (P81115),15790,0.7490000000000001,35230,7224,35753,0.985,0.205,0.2019999999999999
North West,00X,Chorley & South Ribble,P81117,Central Park Surgery (P81117),4799,0.856,8102,72,9164,0.884,0.009,0.008
North West,01A,East Lancashire,P81118,Ilex View Medical Practice (P81118),9053,0.8490000000000001,15565,548,15753,0.988,0.035,0.035
North West,01E,Greater Preston,P81119,Lane Ends Surgery (P81119),9301,0.794,13447,2087,13479,0.998,0.155,0.155
North West,01A,East Lancashire,P81123,Pwe Pendle Valley Mill (P81123),13318,0.732,20577,951,20744,0.992,0.046,0.046
North West,00Q,Blackburn with Darwen,P81125,Oakenhurst Medical Practice (P81125),10064,0.795,16517,3536,16805,0.983,0.214,0.21
North West,00X,Chorley & South Ribble,P81127,The Surgery Chorley (P81127),4297,0.7929999999999999,5241,42,5364,0.977,0.008,0.008
North West,02M,Fylde & Wyre,P81128,Kirkham Health Centre (P81128),9700,0.841,18741,9,19105,0.981,0.0,0.0
North West,02M,Fylde & Wyre,P81129,Ash Tree House Surgery (P81129),11387,0.82,22250,1751,22470,0.99,0.079,0.078
North West,01A,East Lancashire,P81130,Padiham Group Practice (P81130),13351,0.815,24047,4,24284,0.99,0.0,0.0
North West,01A,East Lancashire,P81132,Waterfoot Medical Practice (P81132),9035,0.841,14737,3791,14749,0.999,0.257,0.257
North West,02M,Fylde & Wyre,P81133,The Village Practice (P81133),8694,0.87,14254,844,14346,0.994,0.059,0.059
North West,02G,West Lancashire,P81136,Dr A Bisarya (P81136),2799,0.934,4697,122,4698,1.0,0.026,0.026
North West,01A,East Lancashire,P81137,Burnley Wood Medical Centre (P81137),6489,0.847,13025,1016,13060,0.997,0.078,0.078
North West,02G,West Lancashire,P81138,Burscough Family Practice (P81138),2729,0.858,4414,211,4444,0.993,0.048,0.047
North West,00Q,Blackburn with Darwen,P81140,Darwen Healthlink (P81140),15742,0.831,29641,3034,30897,0.959,0.102,0.098
North West,00X,Chorley & South Ribble,P81143,Whittle Surgery (P81143),11283,0.785,17219,2212,17761,0.969,0.128,0.125
North West,01A,East Lancashire,P81147,Blackburn Rd Medical Centre (P81147),4225,0.825,8024,197,8033,0.999,0.025,0.025
North West,02M,Fylde & Wyre,P81149,Lockwood Gp Surgery (P81149),8481,0.8390000000000001,15465,1631,15606,0.991,0.105,0.105
North West,02M,Fylde & Wyre,P81150,Parcliffe Medical Centre (P81150),11882,0.789,26166,4222,26235,0.997,0.161,0.161
North West,00X,Chorley & South Ribble,P81154,Granville House Med Ctre (P81154),8236,0.802,13995,400,14071,0.995,0.0289999999999999,0.0279999999999999
North West,00Q,Blackburn with Darwen,P81155,Brownhill Surgery (P81155),5499,0.792,6735,294,6771,0.995,0.044,0.043
North West,02M,Fylde & Wyre,P81157,Fernbank Surgery (P81157),11049,0.807,17529,1731,17684,0.991,0.099,0.098
North West,00R,Blackpool,P81159,Stonyhill Medical Practice (P81159),12608,0.8079999999999999,30569,4489,30680,0.996,0.147,0.146
North West,01A,East Lancashire,P81160,Oswald Medical Centre (P81160),15260,0.8590000000000001,25335,2962,25470,0.995,0.1169999999999999,0.1159999999999999
North West,01A,East Lancashire,P81165,Ightenhill Medical Centre (P81165),2510,0.8190000000000001,4384,127,4401,0.996,0.0289999999999999,0.0289999999999999
North West,01A,East Lancashire,P81166,Dr Bello'S Surgery (P81166),2603,0.8640000000000001,4676,295,4717,0.991,0.063,0.063
North West,00Q,Blackburn with Darwen,P81167,Stepping Stone Practice (P81167),5744,0.815,8881,391,9039,0.983,0.044,0.043
North West,01E,Greater Preston,P81169,Fishergate Hill Surgery (P81169),6363,0.7909999999999999,9235,552,9321,0.991,0.06,0.059
North West,01A,East Lancashire,P81170,Nelson Medical Practice (P81170),9682,0.7120000000000001,10820,463,11490,0.942,0.043,0.04
North West,00X,Chorley & South Ribble,P81171,The Euxton Medical Centre (P81171),4449,0.868,6088,110,6156,0.989,0.018,0.018
North West,00R,Blackpool,P81172,Newton Drive Health Centre (P81172),11711,0.8240000000000001,20591,1824,20664,0.996,0.089,0.088
North West,01E,Greater Preston,P81179,Lostock Hall Medical Ctr. (P81179),5640,0.777,8723,1037,9044,0.965,0.119,0.115
North West,00X,Chorley & South Ribble,P81180,Clayton Brook Surgery (P81180),3554,0.821,7340,1197,7373,0.996,0.163,0.162
North West,00X,Chorley & South Ribble,P81181,Kingsfold Medical Centre (P81181),4845,0.868,8814,1324,9002,0.979,0.15,0.147
North West,01A,East Lancashire,P81182,Richmond Medical Centre (P81182),6587,0.802,7210,35,7306,0.987,0.005,0.005
North West,01E,Greater Preston,P81184,Ribbleton Medical Centre (P81184),8630,0.7979999999999999,17367,5147,17509,0.992,0.296,0.294
North West,01E,Greater Preston,P81185,Riverside Medical Centre (P81185),10938,0.718,16332,6730,22555,0.7240000000000001,0.412,0.298
North West,00X,Chorley & South Ribble,P81186,Moss Side Medical Centre (P81186),4684,0.8320000000000001,7951,2,8019,0.992,0.0,0.0
North West,02M,Fylde & Wyre,P81191,Queensway Medical Centre (P81191),9241,0.8390000000000001,18203,1899,18656,0.976,0.104,0.102
North West,01E,Greater Preston,P81196,Issa Medical Centre - Patel (P81196),33226,0.759,57216,16471,57992,0.987,0.288,0.284
North West,01A,East Lancashire,P81197,Rosegrove Surgery (P81197),4899,0.8290000000000001,8907,1575,8943,0.996,0.177,0.176
North West,02G,West Lancashire,P81201,Ashurst Primary Care (P81201),5804,0.7340000000000001,7837,1191,7946,0.986,0.152,0.15
North West,02G,West Lancashire,P81208,Excel Primary Care (P81208),18185,0.7929999999999999,29372,516,29592,0.993,0.018,0.017
North West,01A,East Lancashire,P81212,Hazelvalley Family Practice (P81212),5545,0.841,9687,725,9743,0.994,0.075,0.074
North West,01E,Greater Preston,P81213,St. Mary'S Health Centre (P81213),18892,0.631,14616,2218,14863,0.983,0.152,0.149
North West,00Q,Blackburn with Darwen,P81214,Limefield Surgery (P81214),4326,0.804,5920,88,5954,0.994,0.015,0.015
North West,01A,East Lancashire,P81218,The Clayton Medical Ctr. (P81218),6475,0.857,13926,1999,14014,0.994,0.144,0.143
North West,01A,East Lancashire,P81620,Slaidburn Health Centre (P81620),1344,0.2339999999999999,309,0,2070,0.149,0.0,0.0
North West,00Q,Blackburn with Darwen,P81622,Shifa Surgery (P81622),10949,0.831,14127,3184,14258,0.991,0.225,0.223
North West,00Q,Blackburn with Darwen,P81633,Spring-Fenisco Healthlink (P81633),3424,0.845,4913,189,4918,0.999,0.038,0.038
North West,02G,West Lancashire,P81646,Lathom House Surgery (P81646),4250,0.8220000000000001,8059,992,8076,0.998,0.123,0.123
North West,01E,Greater Preston,P81647,Gutteridge Medical Centre (P81647),3895,0.73,5899,1726,5982,0.986,0.293,0.289
North West,00X,Chorley & South Ribble,P81655,The Village Surgeries Croston&Eccleston (P81655),9983,0.928,13486,2012,13527,0.997,0.149,0.149
North West,01E,Greater Preston,P81664,The Park Medical Practice (P81664),18018,0.76,30053,5796,30326,0.991,0.193,0.191
North West,02M,Fylde & Wyre,P81668,Fleetwood Surgery (P81668),6354,0.889,11291,9063,11312,0.998,0.8029999999999999,0.8009999999999999
North West,02G,West Lancashire,P81674,Stanley Court Surgery (P81674),5719,0.855,9615,1053,9667,0.995,0.11,0.109
North West,00R,Blackpool,P81681,North Shore Surgery (P81681),13916,0.774,30216,4100,30345,0.996,0.136,0.135
North West,00Q,Blackburn with Darwen,P81683,Olive Medical Centre (P81683),7537,0.828,9869,3033,9886,0.998,0.307,0.307
North West,01E,Greater Preston,P81685,Dr Ali Guttridge Medical Centre (P81685),3211,0.757,5397,1685,5410,0.998,0.312,0.311
North West,01A,East Lancashire,P81686,Rossendale Valley Medical Practice (P81686),2517,0.8320000000000001,3872,69,3948,0.981,0.018,0.017
North West,00X,Chorley & South Ribble,P81687,New Longton Surgery (P81687),1964,0.8140000000000001,4048,829,4121,0.982,0.205,0.201
North West,00X,Chorley & South Ribble,P81692,Beeches Medical Centre (P81692),2028,0.866,3160,488,3208,0.985,0.154,0.152
North West,00Q,Blackburn with Darwen,P81694,Family Practice (P81694),5321,0.655,4927,1464,5008,0.984,0.297,0.292
North West,02G,West Lancashire,P81695,Aughton Surgery (P81695),6147,0.8270000000000001,10410,995,10470,0.994,0.096,0.095
North West,01A,East Lancashire,P81699,Higher Heys Surgery (P81699),2184,0.8009999999999999,3805,694,3826,0.995,0.182,0.181
North West,00X,Chorley & South Ribble,P81701,Dr Dawoud'S Surgery (P81701),2914,0.826,4663,435,4680,0.996,0.093,0.093
North West,00Q,Blackburn with Darwen,P81704,Blakewater Healthcare (P81704),11257,0.7759999999999999,15606,1266,15846,0.985,0.081,0.08
North West,00Q,Blackburn with Darwen,P81707,William Hopwood Street Surgery (P81707),5416,0.778,7755,245,7784,0.996,0.032,0.031
North West,00Q,Blackburn with Darwen,P81709,Roman Road Health Centre (P81709),5101,0.831,8737,654,9004,0.97,0.075,0.073
North West,02G,West Lancashire,P81710,Tarleton Group Practice (P81710),9932,0.823,16534,664,16639,0.994,0.04,0.04
North West,01A,East Lancashire,P81711,Dill Hall Surgery (P81711),2747,0.867,4222,108,4232,0.998,0.026,0.026
North West,00R,Blackpool,P81714,Abbey Dale Medical Centre (P81714),5908,0.7859999999999999,12877,1595,13034,0.988,0.124,0.122
North West,00Q,Blackburn with Darwen,P81721,Hollins Grove Surgery (P81721),2573,0.858,4088,870,4092,0.999,0.213,0.213
North West,00Q,Blackburn with Darwen,P81724,Pringle Street Surgery (P81724),2516,0.7979999999999999,3007,39,3028,0.993,0.013,0.013
North West,01A,East Lancashire,P81726,King Street Medical Ctr (P81726),1883,0.8320000000000001,2864,131,2875,0.996,0.046,0.046
North West,01A,East Lancashire,P81730,Great Harwood Medical Group (P81730),8332,0.855,16732,690,16859,0.992,0.0409999999999999,0.0409999999999999
North West,01A,East Lancashire,P81731,Dr Jehangir (Sh) (P81731),2723,0.773,3984,285,4004,0.995,0.072,0.071
North West,01A,East Lancashire,P81732,Harambee Surgery (P81732),4445,0.478,4385,4,7934,0.5529999999999999,0.001,0.001
North West,00Q,Blackburn with Darwen,P81734,The Cornerstone Practice (P81734),19337,0.7979999999999999,29140,1450,29467,0.989,0.05,0.049
North West,01E,Greater Preston,P81735,Dr A Hussain (P81735),3442,0.929,4646,1385,7102,0.654,0.298,0.195
North West,01A,East Lancashire,P81736,Whitefield Healthcare (P81736),4025,0.74,5956,337,5977,0.996,0.057,0.0559999999999999
North West,02M,Fylde & Wyre,P81737,The Old Links Surgery (P81737),1370,0.477,0,0,4855,0.0,,0.0
North West,01A,East Lancashire,P81738,Great Harwood Surgery (P81738),1082,0.768,1857,126,1858,0.999,0.068,0.068
North West,00X,Chorley & South Ribble,P81740,Adlington Medical Centre (P81740),9996,0.805,14103,1673,14123,0.999,0.119,0.118
North West,00X,Chorley & South Ribble,P81741,Station Surgery (P81741),2647,0.782,3172,535,3213,0.987,0.1689999999999999,0.1669999999999999
North West,02M,Fylde & Wyre,P81742,Beechwood Surgery (P81742),2374,0.8440000000000001,6613,689,6844,0.966,0.104,0.1009999999999999
North West,01E,Greater Preston,P81748,Briarwood Medical Centre (P81748),6739,0.8420000000000001,11964,1694,12217,0.979,0.142,0.139
North West,01A,East Lancashire,P81755,The Weavers Practice (P81755),8819,0.838,18764,460,18996,0.988,0.025,0.024
North West,01A,East Lancashire,P81757,Barrowford Surgery (P81757),3488,0.768,3874,15,3952,0.98,0.004,0.004
North West,01E,Greater Preston,P81770,Avenham Surgery (P81770),6879,0.6509999999999999,10508,3187,10609,0.99,0.303,0.3
North West,00Q,Blackburn with Darwen,P81771,Primrose Bank Medical Centre (P81771),9537,0.841,15064,936,15193,0.992,0.062,0.062
North West,01A,East Lancashire,P81780,Riverside Family Practice (P81780),5331,0.748,7829,341,7978,0.981,0.044,0.043
North West,00T,Bolton,P82001,The Dunstan Partnership (P82001),10432,0.799,19723,73,19885,0.992,0.004,0.004
North West,00T,Bolton,P82002,Pikes Lane 1 (P82002),7539,0.794,13460,0,13508,0.996,0.0,0.0
North West,00T,Bolton,P82003,Kildonan House (P82003),15437,0.772,24752,8,25066,0.987,0.0,0.0
North West,00T,Bolton,P82004,Swan Lane Medical Centre (P82004),9394,0.8009999999999999,16393,10,16661,0.984,0.001,0.001
North West,00T,Bolton,P82005,Stable Fold Surgery (P82005),6991,0.8109999999999999,10479,0,10856,0.965,0.0,0.0
North West,00T,Bolton,P82006,Dr Malhotra & Partners (P82006),8371,0.775,16271,2412,16676,0.976,0.148,0.145
North West,00T,Bolton,P82007,Kearsley Medical Centre (P82007),13425,0.8170000000000001,24480,987,24638,0.994,0.04,0.04
North West,00T,Bolton,P82008,Stonehill Medical Centre (P82008),14139,0.797,24516,4609,24774,0.99,0.188,0.186
North West,00T,Bolton,P82009,St Helens Road Practice (P82009),6848,0.8029999999999999,13716,0,13890,0.987,0.0,0.0
North West,00T,Bolton,P82010,Dalefield Surgery (P82010),7991,0.696,12710,1764,13323,0.954,0.139,0.132
North West,00T,Bolton,P82011,Tonge Fold Health Centre (P82011),6694,0.7090000000000001,10731,0,11154,0.962,0.0,0.0
North West,00T,Bolton,P82012,Dr Earnshaw And Partners (P82012),6047,0.6809999999999999,10126,34,10205,0.992,0.003,0.003
North West,00T,Bolton,P82013,Lever Chambers 2 (P82013),3642,0.705,6890,0,6956,0.991,0.0,0.0
North West,00T,Bolton,P82014,Spring House Surgery (P82014),6576,0.805,10373,19,10455,0.992,0.002,0.002
North West,00T,Bolton,P82015,Unsworth Group Practice (P82015),20525,0.7979999999999999,35438,78,35457,0.999,0.002,0.002
North West,00T,Bolton,P82016,Harwood Medical Centre (P82016),11732,0.7340000000000001,22050,31,22312,0.988,0.001,0.001
North West,00T,Bolton,P82018,The Alastair Ross Medical Practice (P82018),7155,0.768,8961,4,9659,0.928,0.0,0.0
North West,00T,Bolton,P82020,Little Lever Health Centre 1 (P82020),4469,0.789,6122,0,6424,0.953,0.0,0.0
